title,url,price,p
"Универсален микроскоп 60X увеличение за смарт телефон с бяла LED и UV светлина",https://www.alo.bg/8826160,10 лв.,"Универсален микроскоп за телефон с 60 увеличение, регулиране на фокуса, щипка за захващане, LED осветление и UV. Страхотен джобен помощник за проверка на бижута, валута, колекционерски предмети, марки.."
"чисто нова блутут слушалка",https://www.alo.bg/7781985,10 лв.,"чисто нова в  кутията лек  и стилен    подарък за  дама малки  размери Usb type B зареждане"
"iPhone слушалки записващи GSM и APP разговори + Диктофон",https://www.alo.bg/7837966,99 лв.,"Предлагам ви единственото устройство, чрез което можете да преодолеете ограниченията на iPhone за запис на личните ви GSM аудио разговори. И не само тях, но и тези провеждани през всички инсталирани м.."
"Безжични Bluetooth слушалки с Power Bank кутия",https://www.alo.bg/6948957,18 лв.,"Безжични Bluetooth слушалки i7 S TWS с Power Bank кутия. - Bluetooth версия: V4.2+EDR - Работно разстояние от безжична слушалка: до 12 м - Време на готовност: до 120 часа - Време за възпр.."
"Кейсове за Samsung Galaxy S10e и S9",https://www.alo.bg/6560250,12 лв.,"Предлагам чисто нови кейсове за Samsung Galaxy S10 и S9. Пасват перфектно, предпазват телефона и изглеждат прекрасно. Цветове: 1. Син преливащ - за S10e 2. Синьо-розов преливащ - за S10e 3. Пр.."
"Блутут/bluetooth хендсфри слушалка - 6 модела и аксесоари",https://www.alo.bg/3778311,9 лв.,"Предлагам: - 6 модела блутут слушалки с разлика в окомплектовка, възможности и цени от 9 до 14 лв. - куки за ухо 5, 6, 6.5, 7, 8, 8.5, 9 и 10 мм за блутут слушалки с цени 4 и 5 лв. - куки изця.."
"Аксесоари за блутут/bluetooth слушалки - кука за ухо и силиконов накрайник",https://www.alo.bg/5321689,4 лв.,"Предлагам: - куки за ухо 5, 6, 6.5, 7, 8, 8.5, 9 и 10 мм за блутут слушалки материал: пластмаса или силикон и пластмаса - куки изцяло силиконови - 3 размера - специални куки за слушалки Jabra Tal.."
"Micro SD Memory Card / TF Карта Памет Class 10 + Adapter",https://www.alo.bg/8968615,17 лв.,"Описание на продукта: Micro SD Memory Card 64 GB / Микро SD Карта Памет 64 GB Class 10! В комплекта на картите има включен адаптер. Картите са изключително бързи, подходящи за използване в к.."
"Micro SD Memory Card 2 TB / Микро SD Карта Памет 2 TB Class 10",https://www.alo.bg/8998002,49.98 лв.,"Micro SD Memory Card 2 TB / Микро SD Карта Памет 2 TB Class 10! В комплекта на картите има включен адаптер. Спецификации: Име на марката: Lenovo Модел: Lenovo Micro SD карта с памет .."
"Зарядно за Nokia + слушалки (тапи)",https://www.alo.bg/8989008,10 лв.,"Зарядно за Nokia + слушалки (тапи) Чисто нови!!! Зарядно - Input: AC 100 - 240 V, 50-60 Hz, 120 mA N: 120368-11 NOKIA"
"Блутут стерео слушалки",https://www.alo.bg/8548935,20 лв.,"Слушалките са нови отваряни са само за тест, работят нормално."
"B-7000 висококачествено прозрачно лепило Б-7000 - 10ml,15ml за ремнонт на телефони и таблети НАЛИЧНО",https://www.alo.bg/8269453,5.90 лв.,"Висококачествено, еднокомпонентно, прозрачно лепило B-7000 за ремнонт на телефони и таблети, както и за метал, стъкло, керамика, камък, бамбук, дърво, плат, кожа, PE, PP, PVC, ABS, найлон, гъба, филм,.."
"Стъклени протектори за задната камера на iPhone 11, 11Pro, 11Pro Max, 12, 12Mini, 12Pro, 12Pro Max",https://www.alo.bg/7193350,7.99 лв.,"Нови, висококачествени, стъклени протектори за задната камера на iPhone 11, 11Pro, 11Pro Max, 12, 12Mini, 12Pro и 12Pro Max. Удъроустойчиви и изработен от темперирано, закалено стъкло, което предпазва.."
"Висококачествени, силиконови, каишки за различни модели Swatch Wach 17mm НАЛИЧНО!!!",https://www.alo.bg/7242612,14.99 лв.,"Висококачествени, силиконови каишки подходящи за различни модели на часовници Swatch 17мм. Наличност в различни цветове. Цена 14.99лв. Възможно е лично предаване в София или изпращане по куриер с .."
"Защитен стикер Wave Guard",https://www.alo.bg/8770215,9 лв.,"Защитава човека от вредните електромагнитни излъчвания на съвременните електронни устройства, които непрекъснато ползваме. Стикерът предотвратява негативното влияние на вредните лъчения върху мозъка.."
"Калъф за таблет ( 8 инча до 10 инча ) + бонус",https://www.alo.bg/8807627,4.90 лв.,"Калъф за таблет ( за 8-10 инчов ). Много малко е ползван. Калъфа е с магнитно закопчаване. Бонус. Борбата продължава!"
"Кейс за iPhone 14 pro",https://www.alo.bg/9047256,20 лв.,"Продавам нов кейс за iPhone 14 pro"
"Външна батерия ttec PowerCard 5.000mAh",https://www.alo.bg/7360564,15 лв.,"Външна батерия за смартфони и таблети. Батерията е чисто нова не разпечатана."
"Силиконов кейс за Xiaomi Redmi Note 12S",https://www.alo.bg/8984002,15 лв.,"Силиконов кейс за Xiaomi Redmi Note 12S - 15лв./бр. Предпочитам лично предаване, но може да се достави с куриерска фирма по Ваш избор, задължително с опция за преглед и тест преди плащане!"
"Безжични слушалки TWS Pro6",https://www.alo.bg/9133799,25 лв.,"Безжични слушалки TWS Pro6 Предпочитам лично предаване, но може да се достави с куриерска фирма по Ваш избор, задължително с опция за преглед и тест преди плащане!"
"Всичко за смартфона!",https://www.alo.bg/8026482,3 лв.,"Предлагам всичко, от което имате нужда за Вашия телефон на СИМВОЛИЧНИ цени: 1. НОВИ калъфи/ кейсове за смартфони/телефони - НАЙ-НИСКА ЦЕНА! Нови силиконови кейсове, които не могат да се намерят .."
"Калъфи за Samsung Galaxy a53 5G",https://www.alo.bg/9149536,35 лв.,"Чисто нови! Неотваряни! 1 бр. FORCELL - черен 1 бр. NILLKIN - прозрачен Цена за 2-та - 35 лв. Изключително здрави и надеждни силиконови калъфи за Samsung Galaxy a53 5G Предлагат се и .."
"Сини безжични слушалки",https://www.alo.bg/9149521,17 лв.,"Чисто нови, сини, безжични слушалки. Малки, практични, удобни, стилни. Добър звук и издръжливост на батерията!"
"Висококачествен прозрачен силиконов кейс case за iPhone различни модели НАЛИЧНО!!!",https://www.alo.bg/7362373,6.99 лв.,"Чисто нови, висококачествени, прозрачни кейсове, предпазни гърбове за различни модели Айфон iPhone: силиконов кейс за iPhone XR, силиконов кейс за iPhone 11, силиконов кейс за iPhone 11 Pro, .."
"Поправка на телефони",https://www.alo.bg/9140826,3 лв.,"Ремонтираме всякакви смартфони на изгодни за вас цени. Ще се радваме да ви бъдем полезни."
"Смартфони, таблети, тв бокс-решаване на всякакви проблеми",https://www.alo.bg/4390011,3 лв.,"Инсталиране на ANDROID, програми, сервиз и др. Безплатно гледане на тв. GPS карти за телефон или таблет. Възстановяване на информация от вътрешна или външна памет на телефон или таблет."
"Оригинална литиева батерия зa GSM E51",https://www.alo.bg/6881312,3 лв.,"Извадена е преди повече от три месеца. Напрежението в момента е 3,52 V."
"Рамка за тъч и дисплей Samsung Galaxy S4 GT-I9515, GT-I9505",https://www.alo.bg/5396600,15 лв.,"Рамка за тъч и дисплей с хоум бутона за Samsung Galaxy S4 GT-I9515 и за GT-I9505 Само това е налично!!! САМО РАМКАТА. БЕЗ ТЪЧ И ДИСПЛЕЙ. Цена - 15лв."
"Оригинален тъчдисплей за Lenovo Vibe P1 (P1a42)",https://www.alo.bg/6492779,40 лв.,"ОРИГИНАЛЕН тъчдисплей за Lenovo Vibe P1 (P1a42) Чисто нов, неизползван, не монтиран. Предлагам го без рамка - 40лв. Лично е тестван и 100% работещ."
"Сензор за пръстов отпечатък за Моторола Е5 и Е5 плюс.",https://www.alo.bg/6658611,10 лв.,"Сензор за пръстов отпечатък за Моторола Е5 и Е5 плюс. Нов, не използван. Цена - 10лв."
"Нов Дисплей за iPhone 8",https://www.alo.bg/8851854,35 лв.,"Дисплея е чисто нов, тестван и работи отлично. Към него има и двойно лепяща лепенка. Снимките са реални. Доставка с преглед и тест преди плащането. Важно: преди тестване изключете батерията!"
"Kомплект средна, задна рамка и стъкло за камерата /без капак за батерия/ за Samsung J5 2016 /J510/",https://www.alo.bg/6379131,25 лв.,"Чисто нов комплект средна, задна рамка и стъкло за камерата /без капак за батерия/ за Samsung J5 2016 /J510/ За телефони с 1SIM и с 2SIM. Цвят - черен. Цена - 25лв."
"Средна рамка, заден капак /за батерия/ и стъкло за камерата за Samsung J3 2016",https://www.alo.bg/6379124,25 лв.,"Чисто нови комплект средна рамка, заден капак /за батерия/ и стъкло за камерата за Samsung J3 2016 /SM-J320/ За телефони с 1SIM и с 2SIM. Цвят - златен и черен. Цена - 25лв."
"Заден капак (battery cover) за Samsung Galaxy A3 2017 A320F",https://www.alo.bg/6379104,15 лв.,"Заден капак (battery cover) за Samsung Galaxy A3 2017 A320F Цвят - златен и розов. Цена - 15лв."
"Тъчскрийн с рамка за Nokia Lumia N520, 525",https://www.alo.bg/6379099,15 лв.,"Чисто нов тъчскрийн с рамка за Nokia Lumia N520, 525 Цвят - черен. Цена - 15лв."
"Tъчскрийни за Prestigio GSM PAP5504",https://www.alo.bg/5116053,15 лв.,"Нови, неизползвани 2бр тъчскрийни, поръчани за Prestigio Multiphone PSP5504. Оказа се, че не стават за този модел. Не съм пробвал с друг модел, на пример PAP5504. Цена - 15лв/бр."
"Тъч за Nokia Lumia 535 RM 1090 - CT2C 1607",https://www.alo.bg/5677628,17 лв.,"Нов тъч за Nokia Lumia 535 RM 1090. Наличен само модел CT2C 1607 - 1бр. Цена - 17лв."
"Нова Батерия Нокиа Nokia BL-5C 1020mAh 3.7 V 3.8 Wh литиево-йонна",https://www.alo.bg/7495480,12 лв.,"Описание Nokia оригинална батерия. НОВА Нови бройки, в наличност, поръчвате днес и утре е доставена Тип: Li-Ion Волтаж: 3.7V Капацитет: 1020 mAh Nokia BL-5C е стандартна батерия, за да оси.."
"Телефони за части",https://www.alo.bg/9131095,5 лв.,"Телефони за части. Запазени визуално не се включват. Цената е за бройка. При сериозен интерес е възможен коментар."
"43”TCL 43EP640 4K Smart Android със счупен екран",https://www.alo.bg/8277499,150 лв.,"43”4K лед телевизор със счупен екран TCL 43EP640 Smart Android TV на части. Ако ви трябва нещо конкретно от него, питайте.Main Board 40-RT51T1-MAB2HD - 100лв, захранване - 50лв, панел/дисплей LVU430ND.."
"Възстановява данни от неработещи телефони",https://www.alo.bg/9147853,150 лв.,"Възстановяване на данни, снимки, видео от повредени телефони. Ако смартфона ви е повреден и в повечето сервизи ви отказват ремонт и възтановяване на данните ви, може би не всичките ви файлове са без.."
"Бърза смяна на дисплей и батерия айфон Apple iPhone /30 мин. -1час/",https://www.alo.bg/7108767,25 лв.,"Смяна на дисплей и батерия за цялата страна! Всички модели Iphone 5S/SE/6/6+/6S/6S+/7/7+/8/8+/X с предварителна заявка или може да ни изпратите повредения апарат по Еконт, ние подменяме дисплея или ба.."
"Дисплей за айфон Apple iPhone 3G 4 4S 5 5S 6 6+ SE 6S 6S+ 7 7+ 8 Plus 5.5 8G X 5.8 XR XS MAX",https://www.alo.bg/6003562,25 лв.,"Предлагаме нови дисплей за Apple iPhone. Комплекта LCD дисплей за iPhone включва: LCD дисплей, тъч скрийн и предно стъкло. За модел и цена моля пишете ми. Цените се променят и искам да ви дам на.."
"GALAXY A02s LCD дисплей-тъч скрийн",https://www.alo.bg/8037909,50 лв.,"LCD Дисплей + Тъч скрийн за Samsung A025 Galaxy A02s"
"GALAXY A22 4G дисплей+ тъч скрийн ТФТ Samsung",https://www.alo.bg/8253098,75 лв.,"GALAXY A22 4G дисплей+ тъч скрийн Samsung a225"
"IPHONE 6 PLUS LCD дисплей+тъч скрийн",https://www.alo.bg/8020244,35 лв.,"LCD Дисплей + Тъч скрийн за Apple iPhone 6 Plus. Предлагаме черен и бял цвят. Смяната в наш сервиз е 30лв."
"Samsung A14 5G LCD Дисплей с тъчскрийн",https://www.alo.bg/8870489,45 лв.,"LCD Дисплей с тъчскрийн за Samsung A14 5G A146"
"HUAWEI P40 LITE E LCD дисплей+тъч скрийн",https://www.alo.bg/8027520,55 лв.,"LCD Дисплей + Тъч Скрийн за Huawei P40 Lite E Черен Оригинал."
"тъчскрийн за GSM Lenovo A328",https://www.alo.bg/5879415,15 лв.,"Чисто нов бял тъчскрийн за GSM Lenovo A328 Тестван и 100% работещ. Цена - 15лв."
"Дисплей за SAMSUNG",https://www.alo.bg/6003557,30 лв.,"Предлагаме нови дисплей за SAMSUNG. Смяната на дисплея в наш сервиз е 30 лв Комплекта LCD дисплей за SAMSUNG включва: LCD дисплей, тъч скрийн и предно стъкло. За модел и цена моля пишете ми. Це.."
"Nova 5T Huawei LCD Дисплей + Тъч Скрийн",https://www.alo.bg/8248731,50 лв.,"LCD Дисплей + Тъч Скрийн за Huawei Nova 5T"
"GALAXY A21 LCD Дисплей+тъч скрийн за Samsung",https://www.alo.bg/8049975,65 лв.,"LCD Дисплей + Тъч скрийн за Samsung A215 Galaxy A21 Черен Оригинал."
"REDMI 9T LCD дисплей+тъч скрийн",https://www.alo.bg/8037927,55 лв.,"LCD Дисплей + Тъч скрийн за Xiaomi Redmi 9T"
"IPHONE 6 LCD дисплей+ тъч скрийн",https://www.alo.bg/8020233,30 лв.,"LCD Дисплей + Тъч скрийн за Apple iPhone 6. Предлагаме черен и бял дисплей. Смяната в наш сервиз е 30лв."
"Терморегулатор-термореле 10А - 220Vтермостат. Евтини топлинни решения",https://www.alo.bg/5714893,14 лв.,"Терморегулатор термостат. Нов продукт, директно от вносител. Поръчка чрез телефон от 8 до 22 ч. от понеделник до неделя. Поръчка чрез съобщение от 0 до 24 ч. Евтини топлинни решения. Предлагам нови Терморегулатори работещи на 220V и на 12v Минималният хистерезис, който може да се зададе е 0,1 С. Термостата има само два бутона, изведени кабели вход/изход, с елементарна настройка на параметрите и свързване. Диференциална разлика настройка на ниска и висока температура директно от бутоните със задържане:. Ляв бутон за настройка температура за включване Десен бутон за настройка температура н.."
"Краен изключвател XCK-Т",https://www.alo.bg/9149428,10 лв.,"Краен изключвател модел XCK-Т, контактна система SPDT-NO+NC с товароспособност 10A 380V, начин на задействане щифт. Налични 1200 бр. За количества цена по договаряне."
"Основа за порцеланов предпазител ПЕЗ-25А, заден монтаж, порцеланова основа ПЕЗ 25",https://www.alo.bg/7878592,3 лв.,"Основа порцеланова, за стопяем предпазител до 25А, българска ЕАЗ Кубрат, тип ПЕЗ-25А, за заден монтаж, с шпилки. Налични 21 броя, нови, в кутии. Единична цена 3 лева за брой. Общо за 55 лева"
"Разни ел. части",https://www.alo.bg/5988335,5 лв.,"Продавам стари ел. части - електромотори, грамофонни дози, шок-сензори, инфразвуков датчик, мрежов трансформатор 1kW. Цените са както следва: 1. грамофонна доза - 5лв. 2. шок-сензор - 10лв. .."
"Запазено дистанционно за модул ADB 1721C на A1",https://www.alo.bg/8604684,10 лв.,"Запазено дистанционно за модул ADB 1721C на A1"
"Дистанционно управление Sony RMT-D146P",https://www.alo.bg/7799082,25 лв.,"Оригинално дистанционно управление Sony RMT-D146P в перфектен вид и напълно функционално. Съвместимо е със следните DVD плеъри: DVP-S363, DVP-S365, DVP-NS67P, DVP-NS78Н, DVP-NS415, DVP-NS501P, DVP-N.."
"Дистанционно за кабелна телевизия Blizoo",https://www.alo.bg/9148417,10 лв.,"Дистанционно за кабелна телевизия Blizoo, в много добро състояние."
"> > > ОФЕРТА КАРТА ПАМЕТ 64 GB за вашата камера лаптоп телефон смартфон таблет!",https://www.alo.bg/9133669,12 лв.,"Продавам чисто нови микро карта памет, марка NEO 64GB - HIGH SPEED MICRO CARD - памет Мемори микро карта 64 Гигабайта. Памет картите са чисто нови, стават за телефон, смартфон, таблет, нави.."
"Телевизор за части на части",https://www.alo.bg/9026558,10 лв.,"Немски телевизор за части. Цена по договаряне"
"DVB-T антена за цифрова ефирна телевизия",https://www.alo.bg/6229865,10 лв.,"Антена за цифрова ефирна телевизия (DVB-T/MPEG4). Магнитна основа Лесна за монтаж и настройка Поляризация: вертикална Честотен обхват VHF: 47~230MHz. Честотен обхват UHF: 470~870MHz. VSWR: .."
"Събирани Hifi дистанционни",https://www.alo.bg/7676211,99 лв.,"Предлагам следните дистанционни в отлично състояние, някои нови: Aiwa RC-C202 - за всички CD плеъри стари и нови модели - 22лв. Aiwa RC-SR6 - за CD, усилватели, тунери, декове вкл. REC - 38лв. .."
"Sony Sf-G32 най-бързата карта в света",https://www.alo.bg/7027672,99 лв.,"При лично предаване получавате отстъпка от цената! НЕ РАЗМЕНЯМ В БАРТЕР. НАМАЛЕНА ОТ 120 НА 99 ЛЕВА. Картата е висок клас оригинална японска, Made in Japan Най-бързата в света, виж Уикипедия .."
"Крачета магнезиеви отливка 40мм",https://www.alo.bg/8514147,45 лв.,"При лично предаване получавате отстъпка от цената! Предлагам чисто нови висококачествени магнезиеви крачета за аудио техника, плътна отливка масив, тегло на 1 брой = 80гр, с размери Ф40мм х h20мм .."
"Външен харддиск My Book",https://www.alo.bg/7970155,80 лв.,"WD My Book Essential 500 GB USB 2.0 Desktop External Hard Drive диска е със външно захранване отлично състояние и работа внос от чужбина"
"PWM Понижаващ захранващ модул от DC4-40v до DC1.25-36v 8A 200w",https://www.alo.bg/8117971,12.90 лв.,"PWM Понижаващ захранващ модул от DC4-40v до DC1.25-36v 8A 200w RP12V Постоянно токов регулатор на напрежение с обхват от 1.25 V до 36 V и макс. ток 8А (препоръчва се при постоянна работа с консумат.."
"Продавам електронна скрап",https://www.alo.bg/8744075,6 лв.,"безжична клавиатура + жична клавиатура + рутер"
"дистанционно за домашно кино и TV PANASONIC",https://www.alo.bg/8937371,20 лв.,"Продавам дистанционно за домашно кино и TV PANASONIC. Съвсем малко е използвано - неразличимо от ново /видно и от снимките/. Универсално е-може да се кодира за 4 бр. устройства едновременно. В перфект.."
"Телевизор LG 42LE5500 на части",https://www.alo.bg/8694513,20 лв.,"Телевизор LG 42LE5500 за части"
"Телевизор Samsung UE55D6000 за части на части",https://www.alo.bg/8694541,20 лв.,"Телевизор Samsung UE55D6000 за части"
"Cerwin Vega - 74; 94; 100; 115mm, Dustcap; капачки, шапки за говорители",https://www.alo.bg/8837046,20 лв.,"Цена за брой на стойност = eBay цена. Прахозащитни хартиени капачки за говорители Cerwin vega. - 94mm диаметър стават за At -12, At-60; At-80 и други 12” модели. 74мм са за старите серии HED 12” 74.."
"Radiotehnika - шпули, звукови бобинки за руски говорители 6гдв6-16 и 6гдв6-25",https://www.alo.bg/8878809,12 лв.,"Прозрачни звукови бобинки, 1 inch=2.54 см, шпули за руски тонколони Radiotehnika, Амфитон, за високочестотните говорители 6гдв6-16 и 6гдв6-25."
"Аксесоари за фотоапарати, камери и обективи",https://www.alo.bg/4545113,3 лв.,"Либела/нивел за фотоапарат (снимка № 2) Цена - 3 лв. - Подходяща за всички модели фотоапарати с гнездо за външна светкавица. Много е полезна при пейзажни снимки. Прецизно мери хоризонтални по.."
"ПРОМОЦИЯ! Части за телевизор SAMSUNG 55 инча",https://www.alo.bg/9099591,15 лв.,"ПРОМОЦИЯ! Части за телевизор SAMSUNG 55 инча Частите са от телевизор SAMSUNG 55” с извит екран. Телевизора го чукнаха децата и пукнаха матрицата, като частите се продават: 1. POWER - BN4400932C.."
"Дистанционно за климатик",https://www.alo.bg/7034964,20 лв.,"Оригинални дистанционни за климатици Midea."
"Нова Стенна стойка за TV A+ SPB446, Регулируема, 32”-70”, Черна, до 50кг.",https://www.alo.bg/9139265,70 лв.,"Нова Стенна стойка за TV A+ SPB446, Регулируема, 32”-70”, Черна. Максимално поддържано тегло - 50 Kg.VESA съвместимост до 400 x 400."
"Различни модели Слушалки",https://www.alo.bg/7807540,12 лв.,"Продавам слушалки"
"Антена за цифрова ефирна телевизия НОВА",https://www.alo.bg/5314610,25 лв.,"Предназначена за приемане на цифров сигнал на места със слаб сигнал.DVB-T Антенa Цифрова Външна Paco Star AP1125Спецификации: • Ефирна антена - логопериодична за цифрова и аналогова телевизия. • F кон.."
"Платка за модул за Bluetooth",https://www.alo.bg/8860345,7 лв.,"Здравейте продавам качествен блутут модул за вграждане в усилвател или в друга аудио техника. Малки размери и качествен звук."
"NE555 импулсен генератор",https://www.alo.bg/9094083,7.50 лв.,"Здравейте, продавам -NE555 импулсен генератор. Състояние: 100% нов Цвят: както е показано на снимката Основен чип: NE555 Входен ток: > =100MA Входно напрежение: 5V-15VDC (когато захранването .."
"Дистанционни за уредба Yamaha WY92700",https://www.alo.bg/9073849,35 лв.,"Става за уредби -TSX-112 TSX-112ML TSX-112BL MCR042 ZC890000. Дистанционните са нови и тествани."
"Инфрачервен нагревателен кабел за инкубатор",https://www.alo.bg/4052447,20 лв.,"10 метра инфрачервен силиконов нагревателен кабел с въглеродни влакна 12К 33 Ома, подходящ за нагревател на инкубатор. 220 волта, 150 вата, 3 мм. - 20 лева. Температура около 55 - 60 градуса. Може да .."
"продавам преходник чинч към скарт буква",https://www.alo.bg/9131483,5 лв.,"продавам преходник чинч към скарт буква чисто нови имам доста бройки изпращам по еконт"
"Разклонител Philips със защита, 4 и 8 гнезда",https://www.alo.bg/7938463,32.99 лв.,"Нова, елегантна серия разклонител на реномираната марка PHILIPS, с вградена защита от пренапрежение. Единственият начин да защитите скъпа техника за стотици левове с една малка инвестция. Разполаг.."
"Smart контакт TP-Link Kasa 3500W, 16A, достъп и управление от всяка точка на света",https://www.alo.bg/8990151,30 лв.,"Smart контакт TP-Link Kasa 3500W, 16A - достъп и управление от всяка точка на света през интернет чрез безплатно приложение - съвместим с Alexa, Google Assistant, Samsung SmartThings - малък и комп.."
"AV към HDMI конвертор на аналогов сигнал към HDMI цифров",https://www.alo.bg/8613965,25 лв.,"Този конвертор преобразува AV сигнал в HDMI сигнал, така че можете да гледате видео на модерен телевизор с HDMI портове. Той автоматично ще открие и автоматично ще преобразува композитния сигнал в 720.."
"Преобразувател /конвертор/ - HDMI към AV",https://www.alo.bg/6778258,20 лв.,"HDMI към AV / RCA CVBS Подходящ за преобразуване на сигнал от сателитни, ефирни, игрови конзоли, компютри. лаптопи, тв боксове и др. към стари телевизори или по- нови такива без HDMI. HDMI към AV.."
"Посребрен интерконект",https://www.alo.bg/7930412,50 лв.,"При лично предаване получавате отстъпка от цената! НЕ РАЗМЕНЯМ В БАРТЕР,  САМО ПАРИ В БРОЙ. Предлагам военен посребрен кабел, накрайниците са монтирани от мен. Дължината на кабелът е 42см с ко.."
"Микрофони и кабели за микрофони High Grade Low Noise",https://www.alo.bg/7929591,45 лв.,"два броя кабели High Grade Low Noise-4 метра, цена-25 лв за брой микрофон Vivanco EM68 със кабел 3.5 м. отл. състояние, цена-25 лв микрофони Arirang Mi-3,6N Profesional-отл. състояние, цена-30 лв за.."
"Кабели Мостов, ШВПС, СВТ, ШКПЛ, ШКГД и др. Български 100% медни",https://www.alo.bg/5926691,0.70 лв.,"Фирма ДЕКАР предлага всички видове кабели 100% медни. Запитвания можете да направите на посочения телефон и имейл или на място гр. Стара Загора, кв. Индустриален, ул. Пружинна 13 (до Унитерм). .."
"Usb Sata Cable Sata 3 To Usb 3.0 кабел сата",https://www.alo.bg/8201739,10 лв.,"Usb Sata Cable Sata 3 To Usb 3.0 Adapter Computer Cables Connectors Usb Sata Adapter Cable Support 2.5 Inches Ssd Hdd Hard Drive кабел хдд сата усб хард диск лаптоп cable hdd sata usb hard disk dr.."
"USB кабел, захранване за Xbox360 KINECT SENSOR (камера)",https://www.alo.bg/4700379,29 лв.,"USB кабел - ЗАХРАНВАНЕ за Xbox360 KINECT SENSOR (камера)! За старите Xbox360 конзоли, които се нуждаят от допълнително захранване за камерата! Новите Xbox360 конзоли - Xbox360 SLIM и Xbox360 Е, .."
"Продавам СИЛОВ Кабел СВТ 4/10 0,6 1KW",https://www.alo.bg/9081871,135 лв.,"Кабела е с метраж 14м. Просто казано 4/6квадрата."
"PC Кабели",https://www.alo.bg/8989117,5 лв.,"Чисто нови и ползвани компютърни кабели Ново - DVI-D to DVI-D 18+1 Digital Single Link Cable 1.80m / Kabel 68509-J0004A - 5 лв. Ново - 50 ft SVGA/VGA Cable Male to Male Computer Monitor Cables VGA .."
"Нов HDMI кабел 135 см",https://www.alo.bg/8473392,5 лв.,"Продавам нов HDMI кабел, дължина 135 см. Гарантирам, че работи перфектно! Изпращам с Еконт! Вижте и другите ми обяви!"
"Кабели за електрическа китара",https://www.alo.bg/8609208,20 лв.,"Оранжевия кабел е 1,5 метра а, черния е 3 метра. Двата ги давам заедно и не се делят. Цена: 25лв."
"Коаксиален кабел 305 м",https://www.alo.bg/8559824,149.99 лв.,"Продавам коаксиален кабел RG6T77-CCST. Цвят бял. Дървена макара с дължина 305 м. Цена 150 лв за макара. Имам налични и по 100 м. в пакет на цена от 50 лв за пакет. Подходящ за сателитна телевиз.."
"Продавам кабел СВТ-4х4мм2- квадрата",https://www.alo.bg/9149449,50 лв.,"Продавам кабел СВТ-4х4мм2-16метра."
"Продавам кабел СВТ-2х4мм",https://www.alo.bg/9149416,50 лв.,"Продавам кабел СВТ-2-4мм2 -черен.25метра."
"Нов кабел за Айфон",https://www.alo.bg/9103525,5 лв.,"Продавам чисто нов, качествен USB кабел за Айфон! Не ползван! Изпращам с Еконт! Вижте и другите ми обяви!"
"40 бр Джъмпъри 20 см. кабели за Ардуино, Arduino",https://www.alo.bg/9149304,4 лв.,"40 бр. Джъмпери / кабели за Arduino, Raspberry за свързване на сензори, модули и др компоненти. Кабелите са многожичкови - 12 нишки. Предлагат се в 3 вида: Мъжко - Мъжко Мъжко - Женско Женско .."
"Кабел LG micro USB, черен",https://www.alo.bg/9149173,8 лв.,"Кабел LG USB - micro USB,1.2m, черен цвят"
"букси за скрап",https://www.alo.bg/9137128,100 лв.,"буксите са от стари немски машини, с позлатени пинове, цената е за 10кг"
"Готови Кабели за видеонаблюдение 2 в 1 - захранване - видео за включване на камери към DVR",https://www.alo.bg/9149004,12 лв.,"Готови Кабели за видеонаблюдение - захранване + видео 2 в 1 за свързване на камера към DVR. Готов Кабел с фабрични конектори за включване на камера към DVR за видеонаблюдение ( bnc + dc ) BNC - за .."
"Chromecast устройство приемник за картина от телефон към телевизор",https://www.alo.bg/9107379,20 лв.,"Chromecast приемател за всеки телевизор-бързо и евтино Спецификации: Приемникът Chromecast, предава картина от телефон, таблет или лаптоп на екрана на телевизора. За използването му е нужно д.."
"Макара - удължител с кабел 25 и 50 м ПРОМО",https://www.alo.bg/4872044,58.99 лв.,"ПРОЛЕТНА АКЦИЯ! 1. ЗДРАВА МАКАРА ”ЧЕРНА” С КАБЕЛ 25 метра 3х1.5 mm2, max 3500W 16A 4 гнезда - намалена от 62.90 лв. на 58.99 лв. ПРЕПОРЪЧИТЕЛНО НАТОВАРВАНЕ: Намотана - 500 W, Размотана - 3000 W 2.."
"5 броя Висококачествени DC захранващи мъжки букси с кабел за видеонаблюдение",https://www.alo.bg/9148966,7.50 лв.,"Висококачествени DC захранващи мъжки букси с кабел за видеонаблюдение. 5 броя за 7,50лв. Доставка с опция преглед и тест."
"DC висококачествени захранващи букси мъжки и женски",https://www.alo.bg/9148958,12 лв.,"DC висококачествени захранващи букси мъжки и женски. 8 броя за 12 лева. За захранване на камери за видеонаблюдение. Доставка с опция преглед и тест."
"AV кабел 3.5мм - 3 RCA",https://www.alo.bg/6508883,7 лв.,"Преходен кабел от мъжки жак 3.5 mm/4pin към 3 x RCA. Дължина - 1,5 м."
"WiFi Smart контакти Aubess, WeLink и Tuya. 20А. Българско упътване",https://www.alo.bg/9080578,21 лв.,"Предлагам Смарт (умни) WiFi контакти (Smart Plug) Aubess, WeLink и Tuya Можете дистанционно да ги управлявате от всяка точка на света, през безплатни мобилни приложения. Ще имате достъп до информ.."
"Преходник RS232 от 9 на 25 пина за компютри",https://www.alo.bg/8241449,6 лв.,"Преходник RS232 от 9 на 25 пина за компютри Нов"
